artistId,artistName,artistImg,artistChosen
4AK6F7OLvEQ5QYCBNiQWHq,"One Direction",https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8,0
5e4Dhzv426EvQe3aDb64jL,"Shania Twain",https://i.scdn.co/image/ab6761610000e5eb01022f4092cb96e0a91811a5,0
03CXCirzmzFLNwU4frezp7,"Raitila Rajasthan",https://i.scdn.co/image/ab67616d0000b27300c976bcbfba838b58307a4f,0
5KQMtyPE8DCQNUzoNqlEsE,"Gary Numan",https://i.scdn.co/image/ab6761610000e5ebdaea707e9e0ace6c53ed0697,0
5Wabl1lPdNOeIn0SQ5A1mp,"Cocteau Twins",https://i.scdn.co/image/c3d256b560f88164c5346543311b0a353c71cfd7,0
4Lk9Mory8nRTolPO1TMMcN,"Inderpal Moga",https://i.scdn.co/image/ab6761610000e5eb0815fa4f738bc8a697d2d09d,0
6WmXWHmfBMhupyIs8MSqtu,なとり,https://i.scdn.co/image/ab6761610000e5eb969647f30bc31582bf6cd191,0
4yjm4SvYqC5FFuLbB6TyHr,Bellakath,https://i.scdn.co/image/ab6761610000e5ebcc9719457660f209e067a10b,0
1yxSLGMDHlW21z4YXirZDS,"Black Eyed Peas",https://i.scdn.co/image/ab6761610000e5ebabab30b094128cf4c0f2cef1,0
1VbWUxZTRNY2gw3qZ1tg9W,"The Corrs",https://i.scdn.co/image/5813e7315f6fa4c3c0d5880c7df2d18f0889b18e,0
7BnikuGfXRWkGLJCWS1y9P,"The Plimsouls",https://i.scdn.co/image/0c0a8f2c6ffe55174d7361176e329a09c2e8e3a1,0
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,https://i.scdn.co/image/ab6761610000e5eb39ce949d62ff47fc1de1a2d9,0
3jeN1xOULuoVF6284LDaQO,"David Bayu",https://i.scdn.co/image/ab6761610000e5ebefee5b1654abecd054821c93,0
07YZf4WDAMNwqr4jfgOZ8y,"Jason Derulo",https://i.scdn.co/image/ab6761610000e5eb654972693e0efed3f3f4d090,0
4jMTlhuQfw0TAJuPMv2OSH,"UK Rapi Boy",https://i.scdn.co/image/ab6761610000e5ebfcfe53ba1598dc7d1f09598e,0
1ZwdS5xdxEREPySFridCfh,2Pac,https://i.scdn.co/image/ab6761610000e5eb7f5cc432c9c109248ebec1ac,0
